iter	Logloss	Accuracy
882	0.1492059441	0.9630709427
883	0.1491717446	0.9630709427
884	0.1490063046	0.9630709427
885	0.1487544721	0.9630709427
886	0.14863578	0.9630709427
887	0.148508548	0.9630709427
888	0.1484050892	0.9630709427
889	0.1483072688	0.9630709427
890	0.1481483429	0.9630709427
891	0.1480061121	0.9630709427
892	0.1478265882	0.96404276
893	0.1476534037	0.96404276
894	0.1474048723	0.96404276
895	0.1471573794	0.96404276
896	0.147086708	0.96404276
897	0.1470208006	0.96404276
898	0.1468223486	0.96404276
899	0.146803444	0.96404276
900	0.1466504819	0.96404276
901	0.1465306321	0.96404276
902	0.1464636964	0.9650145773
903	0.1464094128	0.9659863946
904	0.1461566692	0.9659863946
905	0.1460736699	0.9659863946
906	0.1460499116	0.9659863946
907	0.1459028188	0.9659863946
908	0.1458368967	0.9659863946
909	0.1456224972	0.9659863946
910	0.1454828177	0.9659863946
911	0.1453676887	0.9659863946
912	0.145238518	0.9659863946
913	0.1450320778	0.9659863946
914	0.1449769697	0.9659863946
915	0.1448713362	0.9659863946
916	0.1447553755	0.9659863946
917	0.144738506	0.9659863946
918	0.1444913589	0.9659863946
919	0.1444092799	0.9659863946
920	0.1442334815	0.9659863946
921	0.1440464792	0.9659863946
922	0.1439145256	0.9659863946
923	0.1437241198	0.9659863946
924	0.143482441	0.9659863946
925	0.1434500626	0.9669582119
926	0.1433713789	0.9669582119
927	0.1432162281	0.9659863946
928	0.1431496914	0.9669582119
929	0.1430168333	0.9669582119
930	0.1429970984	0.9669582119
931	0.1428260252	0.9669582119
932	0.142751682	0.9669582119
933	0.1426724209	0.9669582119
934	0.1424897624	0.9669582119
935	0.1423269255	0.9669582119
936	0.142185183	0.9669582119
937	0.141996146	0.9669582119
938	0.1419561639	0.9669582119
939	0.1419162906	0.9669582119
940	0.1418833654	0.9669582119
941	0.1417010152	0.9669582119
942	0.1414402887	0.9669582119
943	0.1413305711	0.9669582119
944	0.1412164745	0.9669582119
945	0.1412080043	0.9669582119
946	0.1411669914	0.9669582119
947	0.1409873464	0.9669582119
948	0.1409456192	0.9669582119
949	0.1407546213	0.9669582119
950	0.1406009409	0.9669582119
951	0.1405437535	0.9669582119
952	0.1402686208	0.9669582119
953	0.1401895101	0.9669582119
954	0.1401568574	0.9669582119
955	0.1399623373	0.9669582119
956	0.1397383106	0.9669582119
957	0.1397292169	0.9669582119
958	0.139639243	0.9669582119
959	0.1395728935	0.9669582119
960	0.1394632606	0.9669582119
961	0.1392766496	0.9669582119
962	0.1391895459	0.9669582119
963	0.1390626711	0.9669582119
964	0.1389751978	0.9669582119
965	0.1387991689	0.9669582119
966	0.1385575989	0.9669582119
967	0.1385257751	0.9669582119
968	0.1384582871	0.9669582119
969	0.1382758056	0.9669582119
970	0.138091818	0.9679300292
971	0.1379767915	0.9679300292
972	0.1377028865	0.9679300292
973	0.1375619073	0.9679300292
974	0.1374189792	0.9679300292
975	0.1371507328	0.9689018465
976	0.1370922985	0.9689018465
977	0.1368762314	0.9689018465
978	0.1368201695	0.9689018465
979	0.136735241	0.9689018465
980	0.1365663312	0.9689018465
981	0.1364916483	0.9689018465
982	0.1363243469	0.9689018465
983	0.1362346745	0.9689018465
984	0.1362039703	0.9689018465
985	0.1360920597	0.9689018465
986	0.136026076	0.9689018465
987	0.1358174783	0.9689018465
988	0.1356925076	0.9689018465
989	0.1354682697	0.9689018465
990	0.1353014371	0.9689018465
991	0.1352167093	0.9689018465
992	0.1350851158	0.9689018465
993	0.1349140473	0.9689018465
994	0.1347872756	0.9689018465
995	0.1347353424	0.9689018465
996	0.1347046545	0.9689018465
997	0.1346226726	0.9689018465
998	0.1344409125	0.9689018465
999	0.1342541018	0.9689018465
